Timestamp,Day_Of_Week,Public_Holiday,Is_Event,Hours_Since_Midnight,hour_sin,hour_cos,Is_Weekend,Flu_Like_Symptoms_Count,Dengue_Count,ibov_open,temperature_2m,precipitation,cloudcover,weathercode,windspeed_10m,pm2_5,ozone,us_aqi,onibus,metro,festival,trem,greve
2024-03-01 06:00:00,4,0,0,6.0,1.0,6.123233995736766e-17,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:05:00,4,0,0,6.083333333333333,0.9997620270799091,-0.02181488503456081,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:10:00,4,0,0,6.166666666666667,0.9990482215818578,-0.04361938736533589,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:15:00,4,0,0,6.25,0.9978589232386035,-0.06540312923014314,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:20:00,4,0,0,6.333333333333333,0.9961946980917455,-0.08715574274765801,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:25:00,4,0,0,6.416666666666667,0.9940563382223196,-0.10886687485196461,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:30:00,4,0,0,6.5,0.9914448613738104,-0.1305261922200516,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:35:00,4,0,0,6.583333333333333,0.9883615104677607,-0.1521233861899167,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:40:00,4,0,0,6.666666666666667,0.984807753012208,-0.1736481776669303,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:45:00,4,0,0,6.75,0.9807852804032304,-0.1950903220161282,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:50:00,4,0,0,6.833333333333333,0.9762960071199334,-0.2164396139381028,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 06:55:00,4,0,0,6.916666666666667,0.9713420698132614,-0.23768589232617318,0,409.0,230.0,128989.25,26.8,0.0,8.0,Clear sky,9.1,14.2,8.0,41.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:00:00,4,0,0,7.0,0.9659258262890683,-0.25881904510252063,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:05:00,4,0,0,7.083333333333333,0.9600498543859287,-0.2798290140309919,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:10:00,4,0,0,7.166666666666667,0.9537169507482269,-0.30070579950427295,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:15:00,4,0,0,7.25,0.9469301294951057,-0.3214394653031616,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:20:00,4,0,0,7.333333333333333,0.9396926207859084,-0.3420201433256685,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:25:00,4,0,0,7.416666666666667,0.9320078692827986,-0.3624380382837016,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:30:00,4,0,0,7.5,0.9238795325112868,-0.3826834323650895,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:35:00,4,0,0,7.583333333333333,0.9153114791194472,-0.40274668985873713,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:40:00,4,0,0,7.666666666666667,0.90630778703665,-0.42261826174069933,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:45:00,4,0,0,7.75,0.8968727415326884,-0.44228869021900113,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:50:00,4,0,0,7.833333333333333,0.8870108331782218,-0.46174861323503374,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 07:55:00,4,0,0,7.916666666666667,0.8767267557075076,-0.48098876891938785,0,409.0,230.0,128989.25,26.7,0.0,3.0,Clear sky,10.4,15.1,11.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:00:00,4,0,0,8.0,0.8660254037844387,-0.4999999999999998,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:05:00,4,0,0,8.083333333333334,0.8549118706729465,-0.5187732581605217,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:10:00,4,0,0,8.166666666666666,0.8433914458128858,-0.5372996083468236,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:15:00,4,0,0,8.25,0.8314696123025451,-0.5555702330196023,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:20:00,4,0,0,8.333333333333334,0.8191520442889917,-0.5735764363510462,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:25:00,4,0,0,8.416666666666666,0.8064446042674828,-0.5913096483635821,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:30:00,4,0,0,8.5,0.7933533402912352,-0.6087614290087207,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:35:00,4,0,0,8.583333333333334,0.7798844830928818,-0.6259234721840591,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:40:00,4,0,0,8.666666666666666,0.7660444431189783,-0.642787609686539,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:45:00,4,0,0,8.75,0.7518398074789774,-0.6593458151000688,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:50:00,4,0,0,8.833333333333334,0.7372773368101241,-0.6755902076156602,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 08:55:00,4,0,0,8.916666666666666,0.7223639620597556,-0.6915130557822693,0,409.0,230.0,128989.25,27.0,0.0,16.0,Clear sky,11.5,13.8,23.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:00:00,4,0,0,9.0,0.7071067811865476,-0.7071067811865475,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:05:00,4,0,0,9.083333333333334,0.6915130557822695,-0.7223639620597555,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:10:00,4,0,0,9.166666666666666,0.6755902076156604,-0.737277336810124,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:15:00,4,0,0,9.25,0.659345815100069,-0.7518398074789773,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:20:00,4,0,0,9.333333333333334,0.6427876096865391,-0.7660444431189782,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:25:00,4,0,0,9.416666666666666,0.6259234721840592,-0.7798844830928816,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:30:00,4,0,0,9.5,0.6087614290087209,-0.793353340291235,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:35:00,4,0,0,9.583333333333334,0.5913096483635822,-0.8064446042674827,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:40:00,4,0,0,9.666666666666666,0.5735764363510464,-0.8191520442889916,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:45:00,4,0,0,9.75,0.5555702330196025,-0.831469612302545,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:50:00,4,0,0,9.833333333333334,0.5372996083468238,-0.8433914458128857,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 09:55:00,4,0,0,9.916666666666666,0.5187732581605218,-0.8549118706729464,0,409.0,230.0,128989.25,27.4,0.0,18.0,Clear sky,10.9,10.2,40.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:00:00,4,0,0,10.0,0.49999999999999994,-0.8660254037844387,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:05:00,4,0,0,10.083333333333334,0.48098876891938763,-0.8767267557075077,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:10:00,4,0,0,10.166666666666666,0.4617486132350339,-0.8870108331782217,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:15:00,4,0,0,10.25,0.4422886902190017,-0.8968727415326881,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:20:00,4,0,0,10.333333333333334,0.4226182617406995,-0.9063077870366499,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:25:00,4,0,0,10.416666666666666,0.4027466898587373,-0.9153114791194471,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:30:00,4,0,0,10.5,0.3826834323650899,-0.9238795325112867,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:35:00,4,0,0,10.583333333333334,0.36243803828370136,-0.9320078692827987,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:40:00,4,0,0,10.666666666666666,0.3420201433256689,-0.9396926207859083,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:45:00,4,0,0,10.75,0.32143946530316175,-0.9469301294951056,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:50:00,4,0,0,10.833333333333334,0.30070579950427334,-0.9537169507482268,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 10:55:00,4,0,0,10.916666666666666,0.2798290140309927,-0.9600498543859285,0,409.0,230.0,128989.25,28.1,0.0,30.0,Mainly clear,8.9,7.5,55.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:00:00,4,0,0,11.0,0.258819045102521,-0.9659258262890682,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:05:00,4,0,0,11.083333333333334,0.23768589232617293,-0.9713420698132614,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:10:00,4,0,0,11.166666666666666,0.21643961393810318,-0.9762960071199333,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:15:00,4,0,0,11.25,0.19509032201612816,-0.9807852804032304,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:20:00,4,0,0,11.333333333333334,0.17364817766693028,-0.984807753012208,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:25:00,4,0,0,11.416666666666666,0.15212338618991708,-0.9883615104677607,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:30:00,4,0,0,11.5,0.130526192220052,-0.9914448613738104,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:35:00,4,0,0,11.583333333333334,0.10886687485196457,-0.9940563382223196,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:40:00,4,0,0,11.666666666666666,0.0871557427476582,-0.9961946980917455,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:45:00,4,0,0,11.75,0.06540312923014312,-0.9978589232386035,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:50:00,4,0,0,11.833333333333334,0.043619387365335625,-0.9990482215818578,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 11:55:00,4,0,0,11.916666666666666,0.021814885034561218,-0.9997620270799091,0,409.0,230.0,129025.5234375,29.1,0.1,13.0,Light drizzle,7.3,7.4,65.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:00:00,4,0,0,12.0,1.2246467991473532e-16,-1.0,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:05:00,4,0,0,12.083333333333334,-0.021814885034560975,-0.9997620270799091,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:10:00,4,0,0,12.166666666666666,-0.04361938736533538,-0.9990482215818578,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:15:00,4,0,0,12.25,-0.06540312923014287,-0.9978589232386035,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:20:00,4,0,0,12.333333333333334,-0.08715574274765794,-0.9961946980917455,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:25:00,4,0,0,12.416666666666666,-0.10886687485196432,-0.9940563382223196,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:30:00,4,0,0,12.5,-0.13052619222005177,-0.9914448613738104,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:35:00,4,0,0,12.583333333333334,-0.15212338618991683,-0.9883615104677607,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:40:00,4,0,0,12.666666666666666,-0.17364817766693003,-0.9848077530122081,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:45:00,4,0,0,12.75,-0.19509032201612792,-0.9807852804032305,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:50:00,4,0,0,12.833333333333334,-0.21643961393810293,-0.9762960071199334,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 12:55:00,4,0,0,12.916666666666666,-0.2376858923261727,-0.9713420698132615,0,409.0,230.0,129252.9921875,29.8,0.0,3.0,Clear sky,4.8,8.1,79.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:00:00,4,0,0,13.0,-0.2588190451025208,-0.9659258262890683,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:05:00,4,0,0,13.083333333333334,-0.2798290140309925,-0.9600498543859286,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:10:00,4,0,0,13.166666666666666,-0.30070579950427306,-0.9537169507482269,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:15:00,4,0,0,13.25,-0.32143946530316153,-0.9469301294951057,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:20:00,4,0,0,13.333333333333334,-0.34202014332566866,-0.9396926207859084,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:25:00,4,0,0,13.416666666666666,-0.36243803828370114,-0.9320078692827987,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:30:00,4,0,0,13.5,-0.38268343236508967,-0.9238795325112868,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:35:00,4,0,0,13.583333333333334,-0.4027466898587371,-0.9153114791194472,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:40:00,4,0,0,13.666666666666666,-0.4226182617406993,-0.90630778703665,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:45:00,4,0,0,13.75,-0.44228869021900147,-0.8968727415326883,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:50:00,4,0,0,13.833333333333334,-0.46174861323503413,-0.8870108331782216,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 13:55:00,4,0,0,13.916666666666666,-0.4809887689193874,-0.8767267557075078,0,409.0,230.0,128746.5,30.4,0.0,1.0,Clear sky,2.9,9.0,91.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:00:00,4,0,0,14.0,-0.4999999999999997,-0.8660254037844388,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:05:00,4,0,0,14.083333333333334,-0.5187732581605216,-0.8549118706729465,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:10:00,4,0,0,14.166666666666666,-0.5372996083468236,-0.8433914458128858,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:15:00,4,0,0,14.25,-0.555570233019602,-0.8314696123025455,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:20:00,4,0,0,14.333333333333334,-0.5735764363510458,-0.819152044288992,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:25:00,4,0,0,14.416666666666666,-0.5913096483635824,-0.8064446042674825,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:30:00,4,0,0,14.5,-0.6087614290087207,-0.7933533402912352,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:35:00,4,0,0,14.583333333333334,-0.6259234721840591,-0.7798844830928818,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:40:00,4,0,0,14.666666666666666,-0.6427876096865389,-0.7660444431189783,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:45:00,4,0,0,14.75,-0.6593458151000688,-0.7518398074789775,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
2024-03-01 14:50:00,4,0,0,14.833333333333334,-0.6755902076156601,-0.7372773368101241,0,409.0,230.0,129681.46875,30.6,0.0,2.0,Clear sky,8.2,9.8,100.0,42.0,56.0,4.0,8.0,24.0,0.0
